assembly_accession	assembly_level	assembly_submitter	assembly_refseq_category	species_taxid	species_scientific_name	biosample_lat	biosample_lon	biosample_collection_country	is_species_name_binomial	has_biosample_coordinates	has_submitter
GCA_018247235.1	Contig	Florida Museum of Natural History		2585998	Azonax typhaon	4.725	-52.4083	French Guiana	true	true	true
GCA_049181375.1	Scaffold	Iridian Genomes	reference genome	239395	Azorina vidalii			Portugal	true	false	true
GCA_963576725.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	2922058	Azorinus chamasolen	50.36	-4.17	United Kingdom	true	true	true
GCA_963576665.1	Scaffold	WELLCOME SANGER INSTITUTE		2922058	Azorinus chamasolen	50.36	-4.17	United Kingdom	true	true	true
GCA_000723445.1	Contig	SC		5866	Babesia bigemina				true	false	true
GCA_000981445.1	Chromosome	SC	reference genome	5866	Babesia bigemina				true	false	true
GCA_018901905.1	Contig	Centro de Ciencias Genomicas - Universidad Nacional Autonoma de Mexico		5866	Babesia bigemina				true	false	true
GCA_018901925.1	Contig	Centro de Ciencias Genomicas - Universidad Nacional Autonoma de Mexico		5866	Babesia bigemina				true	false	true
GCA_020449125.1	Contig	Centro de Ciencias Genomicas - Universidad Nacional Autonoma de Mexico		5865	Babesia bovis			Mexico	true	false	true
GCA_020449135.1	Contig	Centro de Ciencias Genomicas - Universidad Nacional Autonoma de Mexico		5865	Babesia bovis			Mexico	true	false	true
GCA_030583055.1	Complete Genome	USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBPL		5865	Babesia bovis				true	false	true
GCA_053569505.1	Chromosome	IABIMO (INTA- CONICET)		5865	Babesia bovis	-31.25033	-61.4867	Argentina	true	true	true
GCA_000165395.2	Chromosome	The J. Craig Venter Institute	reference genome	484906	Babesia bovis T2Bo				false	false	true
GCA_024862765.1	Contig	Research Center for Zoonosis Control, Hokkaido university	reference genome	5871	Babesia caballi				true	false	true
GCA_053477425.1	Complete Genome	USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBPL		5871	Babesia caballi			Puerto Rico	true	false	true
GCA_045269395.1	Chromosome	National Institutes of Health	reference genome	167444	Babesia canis rossi	-29.6006	30.3794	South Africa	false	true	true
GCA_001077455.2	Scaffold	Spanish National Center for Microbiology	reference genome	32595	Babesia divergens				true	false	true
GCA_018398725.1	Scaffold	University of Liverpool		32595	Babesia divergens			France	true	false	true
GCA_024586265.1	Contig	Lanzhou veterinary research institute		323732	Babesia duncani	38.91	-77.01	USA	true	true	true
GCA_028658345.1	Chromosome	University of California	reference genome	323732	Babesia duncani			USA	true	false	true
GCA_035575875.1	Complete Genome	Huazhong Agricultural University	reference genome	33632	Babesia gibsoni			China	true	false	true
GCA_030849525.1	Contig	Hokkaido university		33632	Babesia gibsoni	33.23	131.6	Japan	true	true	true
GCA_052818155.1	Chromosome	Ministry for Primary Industries		33632	Babesia gibsoni			New Zealand	true	false	true
GCA_001650055.1	Contig	IGS		5868	Babesia microti			Democratic Republic of the Congo	true	false	true
GCA_001650065.1	Contig	IGS		5868	Babesia microti			USA	true	false	true
GCA_001650075.1	Contig	IGS		5868	Babesia microti			USA	true	false	true
GCA_001650105.1	Contig	IGS		5868	Babesia microti			USA	true	false	true
GCA_001650135.1	Contig	IGS		5868	Babesia microti			USA	true	false	true
GCA_001650145.1	Contig	IGS		5868	Babesia microti			USA	true	false	true
GCA_026802255.1	Chromosome	Massachusetts General Hospital		5868	Babesia microti			USA	true	false	true
GCA_026802285.1	Chromosome	Massachusetts General Hospital		5868	Babesia microti			USA	true	false	true
GCA_026802315.1	Chromosome	Massachusetts General Hospital		5868	Babesia microti			USA	true	false	true
GCA_000691945.2	Chromosome	Centre National de Sequencage GENOSCOPE	reference genome	1133968	Babesia microti strain RI				false	false	true
GCA_002897235.1	Contig	Research Center for Zoonosis Control, Hokkaido univ	reference genome	189622	Babesia ovata				true	false	true
GCA_051529585.1	Contig	IHMT-UNL	reference genome	5869	Babesia ovis			Israel	true	false	true
GCA_023705535.2	Scaffold	Research Center for Zoonosis Control, Hokkaido university		5869	Babesia ovis				true	false	true
GCA_041734975.1	Contig	Animal and Plant Health Agency, UK		35084	Babesia sp.			United Kingdom	false	false	true
GCA_041734995.1	Contig	Animal and Plant Health Agency, UK		35084	Babesia sp.			United Kingdom	false	false	true
GCA_002095265.1	Scaffold	University of Melbourne		462227	Babesia sp. Xinjiang	37.82	76.64	China	false	true	true
GCA_030580435.1	Contig	UW-Madison	reference genome	1337061	Babjevia anomala			USA	true	false	true
GCA_018344385.1	Scaffold	UW-Madison		45609	Babjeviella inositovora			USA	true	false	true
GCA_030561425.1	Scaffold	UW-Madison		45609	Babjeviella inositovora			USA	true	false	true
GCA_046867375.1	Contig	Conway Institute, University College Dublin		45609	Babjeviella inositovora				true	false	true
GCA_001661335.1	Scaffold	DOE Joint Genome Institute	reference genome	984486	Babjeviella inositovora NRRL Y-12698				false	false	true
GCA_011634625.1	Scaffold	Fisheries and Technical, Economic College		304850	Babylonia areolata			Viet Nam	true	false	true
GCA_041734735.1	Chromosome	Xiamen University	reference genome	304850	Babylonia areolata			China	true	false	true
GCA_057927545.1	Chromosome	Vertebrate Genomes Project	reference genome	1303000	Babyrousa celebensis	40.8538	-73.8755	USA	true	true	true
GCA_028533215.1	Chromosome	DNA Zoo		1303000	Babyrousa celebensis				true	false	true
GCA_057877285.1	Chromosome	Vertebrate Genomes Project		1303000	Babyrousa celebensis	40.8538	-73.8755	USA	true	true	true
GCA_059704885.1	Scaffold	National Parks Board Singapore	reference genome	2516468	Baccaurea parviflora			Singapore	true	false	true
GCA_060419265.1	Scaffold	National Parks Board Singapore	reference genome	2656819	Baccaurea polyneura			Singapore	true	false	true
GCA_951217065.2	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	226178	Baccha elongata	51.769	-1.341	United Kingdom	true	true	true
GCA_951217075.2	Contig	WELLCOME SANGER INSTITUTE		226178	Baccha elongata	51.769	-1.341	United Kingdom	true	true	true
GCA_044758885.1	Scaffold	Iridian Genomes	reference genome	174777	Bachia flavescens				true	false	true
GCA_022814255.1	Scaffold	University of Graz		2918519	Bachmanniomyces sp. S44760	53.541118	-117.121443	Canada	false	true	true
GCA_964257385.1	Scaffold	Spribille Lab		2918519	Bachmanniomyces sp. S44760	53.541118	-117.121443	Canada	false	true	true
GCA_019456465.1	Contig	Eastern Washington University	reference genome	2732470	Bacidia gigantensis	48.342846	-88.821662	Canada	true	true	true
GCA_032158265.1	Scaffold	LMU	reference genome	161806	Bacidia rubella	48.732452	11.051227	Germany	true	true	true
GCA_046255035.1	Contig	University of California, Riverside		3061772	Bacillariaceae sp.	38.32	-123.05	USA	false	true	true
GCA_046255245.1	Contig	University of California, Riverside		3061772	Bacillariaceae sp.	38.32	-123.05	USA	false	true	true
GCA_046255265.1	Contig	University of California, Riverside		3061772	Bacillariaceae sp.	38.32	-123.05	USA	false	true	true
GCA_051339905.1	Contig	University of East Anglia		3061772	Bacillariaceae sp.	81.7085	6.7046	Arctic Ocean	false	true	true
GCA_051339925.1	Contig	University of East Anglia		3061772	Bacillariaceae sp.	81.7085	6.7046	Arctic Ocean	false	true	true
GCA_010367165.1	Scaffold	DOE Joint Genome Institute		2082584	Bacillariophyta sp.	38.9383	-110.1342	USA	false	true	true
GCA_010367175.1	Scaffold	DOE Joint Genome Institute		2082584	Bacillariophyta sp.	38.9383	-110.1342	USA	false	true	true
GCA_013299085.1	Scaffold	University of Auckland		2082584	Bacillariophyta sp.			New Zealand	false	false	true
GCA_020048535.1	Scaffold	University of Michigan		2082584	Bacillariophyta sp.	45.19843	-83.32724	USA	false	true	true
GCA_020048575.1	Scaffold	University of Michigan		2082584	Bacillariophyta sp.	45.19843	-83.32724	USA	false	true	true
GCA_023345945.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_023346715.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_023346745.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_023346865.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_023346925.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_023347125.1	Contig	University of Luxembourg		2082584	Bacillariophyta sp.				false	false	true
GCA_059794355.1	Scaffold	University of Auckland		3151522	Bacillariophyta sp. B1	-41.44178929	172.9820351	New Zealand	false	true	true
GCA_059794385.1	Scaffold	University of Auckland		3151523	Bacillariophyta sp. B2	-41.44178929	172.9820351	New Zealand	false	true	true
GCA_056870045.1	Chromosome	University of Lausanne	reference genome	55090	Bacillus grandii grandii	36.985315	15.047276	Italy	false	true	true
GCA_032445375.1	Chromosome	University of Lausanne	reference genome	93214	Bacillus rossius redtenbacheri	44.364955	12.252333	Italy	false	true	true
GCA_024140565.1	Scaffold	University of Melbourne	reference genome	2583354	Backusella australiensis	-37.85	147.94	Australia	true	true	true
GCA_024140275.1	Scaffold	University of Melbourne		2583354	Backusella australiensis	-37.49	144.3	Australia	true	true	true
GCA_025399235.1	Scaffold	DOE Joint Genome Institute	reference genome	1314798	Backusella circina FSU 941				false	false	true
GCA_024140265.1	Scaffold	University of Melbourne	reference genome	2583357	Backusella liffmaniae	-37.48	144.29	Australia	true	true	true
GCA_024140195.1	Scaffold	University of Melbourne	reference genome	2583358	Backusella luteola	-38.45	146.54	Australia	true	true	true
GCA_024139275.1	Scaffold	University of Melbourne	reference genome	2583359	Backusella macrospora	-38.45	146.54	Australia	true	true	true
GCA_024139405.1	Scaffold	University of Melbourne	reference genome	2583360	Backusella mclennaniae	-38.35	146.38	Australia	true	true	true
GCA_024139395.1	Scaffold	University of Melbourne	reference genome	2823925	Backusella morwellensis	-38.36	146.39	Australia	true	true	true
GCA_024140155.1	Scaffold	University of Melbourne	reference genome	2583362	Backusella parvicylindrica	-37.48	144.29	Australia	true	true	true
GCA_024139485.1	Scaffold	University of Melbourne	reference genome	2583363	Backusella psychrophila	-37.48	144.29	Australia	true	true	true
GCA_024139495.1	Scaffold	University of Melbourne		2583356	Backusella sp. ASU-2019c	-37.82	145.4	Australia	false	true	true
GCA_024139415.1	Scaffold	University of Melbourne	reference genome	2583364	Backusella tarrabulga	-38.45	146.54	Australia	true	true	true
GCA_024140245.1	Scaffold	University of Melbourne	reference genome	1196560	Backusella tuberculispora	-36.41	145.4	Australia	true	true	true
GCA_024140375.1	Scaffold	University of Melbourne	reference genome	2583365	Backusella westeae	-37.48	144.3	Australia	true	true	true
GCA_024516035.1	Chromosome	University of California, Riverside	reference genome	290155	Bactericera cockerelli			USA	true	false	true
GCA_037356235.1	Scaffold	University of Arkansas	reference genome	1792275	Bacterosira constricta			USA	true	false	true
GCA_982345175.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	2316829	Bactra bactrana	39.3575	-0.3247222	Spain	true	true	true
GCA_982345195.1	Scaffold	WELLCOME SANGER INSTITUTE		2316829	Bactra bactrana	39.3575	-0.3247222	Spain	true	true	true
GCA_965663525.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1030477	Bactra furfurana	66.528	25.7068	Finland	true	true	true
GCA_965663665.1	Scaffold	WELLCOME SANGER INSTITUTE		1030477	Bactra furfurana	66.528	25.7068	Finland	true	true	true
GCA_965196735.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	753158	Bactra lancealana	51.782225	-1.1967427	United Kingdom	true	true	true
GCA_965196755.1	Scaffold	WELLCOME SANGER INSTITUTE		753158	Bactra lancealana	51.782225	-1.1967427	United Kingdom	true	true	true
GCA_059707885.1	Contig	Rahul Vivek Rane	reference genome	101690	Bactrocera aquilonis			Australia	true	false	true
GCA_027475135.1	Chromosome	China Agricultural University	reference genome	47773	Bactrocera correcta				true	false	true
GCA_000789215.2	Scaffold	USDA-ARS		27457	Bactrocera dorsalis			USA	true	false	true
GCA_020283865.1	Complete Genome	Chinese Academy of Inspection and Quarantine		27457	Bactrocera dorsalis				true	false	true
GCA_023373825.1	Chromosome	CAS Center for Excellence in Molecular Plant Sciences	reference genome	27457	Bactrocera dorsalis			China	true	false	true
GCA_029030885.1	Contig	Institute of Plant Physiology and Ecology,SIBS,CAS		27457	Bactrocera dorsalis			China	true	false	true
GCA_030710565.1	Chromosome	China Agricultural University		27457	Bactrocera dorsalis			China	true	false	true
GCA_037783465.2	Scaffold	McGill University		27457	Bactrocera dorsalis				true	false	true
GCA_037783525.2	Scaffold	McGill University		27457	Bactrocera dorsalis				true	false	true
GCA_001853355.1	Scaffold	USDA-ARS	reference genome	174628	Bactrocera latifrons			USA	true	false	true
GCA_021498325.1	Contig	CAS Center for Excellence in Molecular Plant Sciences	reference genome	104690	Bactrocera minax			China	true	false	true
GCA_021035045.1	Scaffold	South China Agricultural University		104690	Bactrocera minax				true	false	true
GCA_021495945.1	Scaffold	CAS Center for Excellence in Molecular Plant Sciences / Institute of Plant Physiology and Ecology		104690	Bactrocera minax			China	true	false	true
GCA_029783545.1	Scaffold	Zhejiang University		104690	Bactrocera minax			China	true	false	true
GCA_024586455.2	Chromosome	Applied Genomics Initiative Consortium	reference genome	98809	Bactrocera neohumeralis			Australia	true	false	true
GCA_001014625.1	Scaffold	UC Berkeley		104688	Bactrocera oleae				true	false	true
GCA_001188975.4	Scaffold	McGill University		104688	Bactrocera oleae			Greece	true	false	true
GCA_042242895.1	Contig	USDA-ARS Ag100Pest		104688	Bactrocera oleae	20.019814	-155.677155	USA	true	true	true
GCA_042242935.1	Chromosome	USDA-ARS Ag100Pest	reference genome	104688	Bactrocera oleae	20.019814	-155.677155	USA	true	true	true
GCA_051013405.1	Chromosome	USDA-ARS Ag100Pest		104688	Bactrocera oleae	20.019814	-155.677155	USA	true	true	true
GCA_051013435.1	Contig	USDA-ARS Ag100Pest		104688	Bactrocera oleae	20.019814	-155.677155	USA	true	true	true
GCA_059697235.1	Contig	Rahul Vivek Rane	reference genome	2029195	Bactrocera pallida			Australia	true	false	true
GCA_000695345.1	Scaffold	Queensland Fruit Fly Consortium		59916	Bactrocera tryoni	-33.86	151.21	Australia	true	true	true
GCA_016617805.2	Chromosome	CSIRO	reference genome	59916	Bactrocera tryoni			Australia	true	false	true
GCA_046562955.1	Chromosome	China Agricultural University	reference genome	104691	Bactrocera tsuneonis			China	true	false	true
GCA_043005645.1	Scaffold	Royal Museum for Central Africa	reference genome	137042	Bactrocera zonata			Reunion	true	false	true
GCA_037783105.2	Scaffold	McGill University		137042	Bactrocera zonata			Israel	true	false	true
GCA_037783125.2	Scaffold	McGill University		137042	Bactrocera zonata			Israel	true	false	true
GCA_000413255.3	Scaffold	WUGSC		5791	Badhamia polycephala				true	false	true
GCA_055754725.1	Chromosome	Vertebrate Genomes Project	reference genome	88114	Baeolophus bicolor	41.767983	-73.750862	USA	true	true	true
GCA_055761795.1	Chromosome	Vertebrate Genomes Project		88114	Baeolophus bicolor	41.767983	-73.750862	USA	true	true	true
GCA_964254815.1	Scaffold	Spribille Lab		3137031	Baeomycetales sp.	35.483511	-83.814758	USA	false	true	true
GCA_964254865.1	Scaffold	Spribille Lab		3137031	Baeomycetales sp.	35.483511	-83.814758	USA	false	true	true
GCA_964255745.1	Scaffold	Spribille Lab		3137031	Baeomycetales sp.	35.1081	-83.18	USA	false	true	true
GCA_964257565.1	Scaffold	Spribille Lab		3137031	Baeomycetales sp.			USA	false	false	true
GCA_001179705.1	Scaffold	Royal Botanic Gardens, Kew	reference genome	139080	Baeospora myosura			United Kingdom	true	false	true
GCA_018237305.1	Contig	Florida Museum of Natural History	reference genome	2614017	Baeotis zonata zonata			Mexico	false	false	true
GCA_977112325.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	1521163	Baetis atlanticus	51.01	0.44	United Kingdom	true	true	true
GCA_977112225.1	Scaffold	WELLCOME SANGER INSTITUTE		1521163	Baetis atlanticus	51.01	0.44	United Kingdom	true	true	true
GCA_978020855.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	189839	Baetis rhodani	51.808259	-3.44498	United Kingdom	true	true	true
GCA_001676355.1	Contig	Hannah C Macdonald		189839	Baetis rhodani	52.1044	-3.8429	United Kingdom	true	true	true
GCA_978020735.1	Scaffold	WELLCOME SANGER INSTITUTE		189839	Baetis rhodani	51.808259	-3.44498	United Kingdom	true	true	true
GCA_026770585.1	Scaffold	DOE Joint Genome Institute	reference genome	2571260	Baffinella frigidus				true	false	true
GCA_059687615.1	Contig	College of Fisheries, RLBCAU, Datia	reference genome	497982	Bagarius bagarius	25.58189371	91.78222197	India	true	true	true
GCA_053477655.1	Chromosome	Pearl River Fisheries Research Institute, Chinese Academy of Fishery Sciences	reference genome	3352530	Bagarius rutilus			China	true	false	true
GCA_053477625.1	Chromosome	Pearl River Fisheries Research Institute, Chinese Academy of Fishery Sciences		3352530	Bagarius rutilus			China	true	false	true
GCA_005784505.1	Scaffold	Shenzhen Key Lab of Marine Genomics	reference genome	175774	Bagarius yarrelli				true	false	true
GCA_028877455.1	Scaffold	Iridian Genomes	reference genome	243720	Bagre pinnimaculatus			Panama	true	false	true
GCA_028566695.1	Scaffold	Iridian Genomes	reference genome	2709347	Bagroides melapterus				true	false	true
GCA_049174735.1	Scaffold	Iridian Genomes	reference genome	3352538	Bagrus meridionalis			Mozambique	true	false	true
GCA_049174815.1	Scaffold	Iridian Genomes	reference genome	2999591	Bagrus orientalis			Mozambique	true	false	true
GCA_054948935.1	Chromosome	Chinese Academy of Fishery Sciences	reference genome	912804	Bahaba taipingensis			China	true	false	true
GCA_015107735.1	Scaffold	"""CICHLID~X"""	reference genome	286574	Baileychromis centropomoides				true	false	true
GCA_015106015.1	Scaffold	"""CICHLID~X"""		286574	Baileychromis centropomoides				true	false	true
GCA_978802825.1	Complete Genome	The Evergreen State College		740690	Bajacalifornia burragei			Mexico	true	false	true
GCA_978812665.1	Complete Genome	The Evergreen State College		740690	Bajacalifornia burragei			Mexico	true	false	true
GCA_978832235.1	Complete Genome	The Evergreen State College		740690	Bajacalifornia burragei			Mexico	true	false	true
GCA_978979735.1	Complete Genome	The Evergreen State College		740690	Bajacalifornia burragei			Mexico	true	false	true
GCA_013401315.1	Scaffold	B10K Consortium	reference genome	33584	Balaeniceps rex				true	false	true
GCA_949987535.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	9767	Balaenoptera acutorostrata	56.02805556	-3.37027778	United Kingdom	true	true	true
GCA_950005055.1	Scaffold	WELLCOME SANGER INSTITUTE		9767	Balaenoptera acutorostrata	56.02805556	-3.37027778	United Kingdom	true	true	true
GCA_000493695.1	Scaffold	Korea Ocean Research & Development Institute		310752	Balaenoptera acutorostrata scammoni			South Korea	false	false	true
GCA_000978805.1	Scaffold	Division of Biological Science, Graduate School of Science, Kyoto University	reference genome	33556	Balaenoptera bonaerensis				true	false	true
GCA_965194725.1	Scaffold	WELLCOME SANGER INSTITUTE		9768	Balaenoptera borealis	56.539511	-6.8018023	United Kingdom	true	true	true
GCA_965194805.1	Chromosome	WELLCOME SANGER INSTITUTE	reference genome	9768	Balaenoptera borealis	56.539511	-6.8018023	United Kingdom	true	true	true
GCA_052818205.1	Chromosome	Hong Kong Baptist University	reference genome	9769	Balaenoptera edeni			Hong Kong	true	false	true
GCA_008658375.2	Scaffold	G10K		9771	Balaenoptera musculus	34.41938	-119.69905	Pacific Ocean	true	true	true
GCA_009873245.3	Chromosome	G10K	reference genome	9771	Balaenoptera musculus	34.41938	-119.69905	Pacific Ocean	true	true	true
